,prix,Taxes_municipales,Taxes_scolaires,Electricite,Assurances,ville,region,adresse,chambres,salle_de_bain,salle_d_eau,etage,Aire_habitable,Taille_du_terrain
2521,275000,"1905,16$","121,10$","976,80$",,Lachute,Laurentides,"2-627, boulevard Cristini",2,1,,3,1078.0,79771.0
2522,1500000,"5907,08$","780,15$","3734,00$",,Carignan,Montérégie (Rive-Sud Montréal),"207, rue Jean-De Fonblanche",5,3,1,2,2458.0,10364.0
2524,839000,"3739,00$","364,00$",,,Longueuil (St-Hubert),Montérégie (Rive-Sud Montréal),"5445, rue Boisjoli",5,2,1,2,1524.0,5140.0
2525,385000,"1500,00$","250,00$","1200,00$","1200,00$",Val-Joli,Estrie,"738, route 143",3,1,,1,1176.0,30000.0
2526,379500,"3147,00$","253,00$","2315,00$",,Neufchatel,Québec Rive-Nord,"3625, avenue Claude-Monet",3,2,,1,1008.0,5600.0
2527,325900,,,,,Le Plateau-Mont-Royal,Montréal / l'Île,Le 367 des Pins - Unité Studio - Par Mondev Construction,,1,,1,,
2528,39441488,,,,,Charny,Québec Rive-Sud (Lévis),Quartier des Pionniers - Par SMB Dallaire,3,1,1,2,,
2529,565000,"2400,00$","300,00$","3000,00$","800,00$",Ste-Anne-De-Bellevue,Montréal / l'Île,"25, rue de l'Église",7,1,1,2,2152.78,3562.85
2530,550000,"1432,00$","543,00$","2000,00$","700,00$",Austin,Estrie,"46, Chemin du Lac-Malaga",2,1,,1,1016.0,31609.3
2531,429000,"2997,28$","254,59$",,"1213,85$",Neuville,Portneuf,"879-881-883, Route 138",7,3,,,,8712.31
2532,628900,"4703,00$","350,00$",,,Boisbriand,Laurentides,"207-209A, rue Poitras",7,3,,,,5112.0
2533,650000,"3591,65$","363,95$","525,25$",,Bromont,Estrie,"101-247, rue de l'Aigle",3,1,1,2,1272.0,
2534,424900,"3018,52$","196,15$","2200,00$","1870,00$",Gatineau (Gatineau),Outaouais,"50, rue du Croiseur",4,1,1,2,1345.49,3471.6261000000004
2536,349900,"2265,09$","177,97$","1772,04$","2245,20$",St-Jacques,Lanaudière,"27, rue Dugas",4,2,,1,807.0,6324.87
2537,234000,"2967,43$","129,73$","2862,12$","1500,00$",La Tuque,Mauricie,"342, rue Kitchener",4,1,2,1,1419.54,4999.84
2538,585000,"2703,00$","271,00$","1625,00$","1088,00$",Terrebonne (Terrebonne),Lanaudière,"2450, rue Charron",3,2,,1,1485.0,15321.0
2539,550000,"1755,49$","251,90$",,,Mirabel (St-Canut),Laurentides,"14180-82, rue Robert",3,1,,1,1184.03,7448.63
2540,395000,"2300,00$","180,00$","3000,00$","500,00$",St-Félix-De-Valois,Lanaudière,"490, rue Mayrand",4,3,1,1,1680.0,8000.0
2541,1595000,,,,,Shefford,Estrie,"29, rue Catlin",4,2,,2,3286.0,87120.0
2542,324900,"2162,00$","125,00$",,,Val-David,Laurentides,"885, chemin de la Rivière",6,2,1,3,,6596.0
2543,479000,"5576,98$","251,55$","4090,00$","4210,44$",Ste-Luce (Luceville),Bas-Saint-Laurent,"58, rue Saint-Alphonse",3,1,,,,26002.38
2544,859000,"4125,44$","431,64$","268,00$",,St-Sauveur,Laurentides,"358, rue des Ducs",6,2,1,2,1774.0,25135.0
2545,370000,,,,,Drummondville (Drummondville),Centre-du-Québec,"2300, rue Offenbach  - Par Les Habitations G.Lemaire",2,1,,1,,5425.0
2546,416500,"2406,00$","192,00$","852,00$","500,00$",Terrebonne (Lachenaie),Lanaudière,"1663, Grande Allée",2,1,1,3,1050.0,800.0
2548,367000,"3245,21$","234,62$","900,00$","836,00$",Sherbrooke (Jacques-Cartier),Estrie,"2883, rue Charles-Baudelaire",2,1,1,2,1800.0,
2549,1100000,"4694,00$","674,29$",,,Longueuil (St-Hubert),Montérégie (Rive-Sud Montréal),"5430-5432-5434, montée Saint-Hubert",2,1,1,,,6625.19
2550,491900,,,,,Ville-Marie (Centre-Ville et Vieux Mtl),Montréal / l'Île,"2260, rue Florian - Unité 5 ½ - Florence Condos - Par Mondev",3,1,,1,787.0,
2551,484900,"3372,00$","231,00$","771,00$","870,00$",Ste-Adèle,Laurentides,"403-610, boulevard de Saint-Adèle",2,1,,1,,
2552,595000,"8748,66$","681,13$",,"3998,16$",St-Jérôme (St-Jérôme),Laurentides,"530-540, impasse du Rocher",2,1,,,,10172.0
2553,399000,"4434,00$","332,00$","4924,43$","1800,00$",Beauport,Québec Rive-Nord,"2667, avenue Saint-Narcisse",4,4,,,,6038.55
2554,749000,,"250,32$","4000,00$","4700,00$",St-Gabriel-De-Brandon,Lanaudière,"109, rue Dequoy",7,,,,,14380.58
2555,394350,,,,,ND-Des-Prairies,Lanaudière,avenue des abeilles - Les Constructions Triam,2,1,1,2,1415.0,630.0
2556,470000,"2144,68$","244,72$","2108,05$",,Roxton Pond,Estrie,"1958, chemin Côté",2,1,1,1,915.1,31294.0
2557,125000,"1930,73$","76,65$","1013,40$","787,36$",St-Alexis-De-Matapedia,Gaspésie-Îles-de-la-Madeleine,"167, rue Avignon",4,1,1,1,1344.0,23788.24
2558,429000,"3326,00$","316,00$","2000,00$",,St-Jean-Chrysostome,Québec Rive-Sud (Lévis),"1084, rue Manic",5,1,2,2,1717.92,7796.3
2560,284500,"1892,07$","122,27$",,,Ste-Catherine,Montérégie (Rive-Sud Montréal),"201-3700, rue des Ruisseaux",2,1,,1,796.0,1296.62
2561,259999,"2177,00$","179,00$","1031,00$",,Beauport,Québec Rive-Nord,"3260, rue Lucien-Godbout",3,1,1,1,1200.0,
2562,450000,"1443,76$","236,95$",,,Mirabel (St-Canut),Laurentides,"14471, rue du Cardinal",3,1,1,2,3124.0,2873.96
2563,819000,"4833,06$","472,51$","2400,00$",,Laval-des-Rapides,Laval,"412, 13e Rue",7,3,,,,3756.0
2564,112500,,,,,Lac-Aux-Sables,Mauricie,"15, chemin de l'Épinette",,,,,,45839.0
2565,788000,"3689,00$","462,00$","1850,00$",,La Prairie,Montérégie (Rive-Sud Montréal),"120, rue Guillaume-Barrette",4,1,1,2,1656.0,4844.0
2566,349999,,"179,99$",,,St-Placide,Laurentides,"49, rue de la Fonderie",2,1,,2,1251.84,11866.13
2567,543811,,,,,Terrebonne (Terrebonne),Lanaudière,Noüvo District - Modèle à construire - Par Groupe Mathieu,3,1,1,2,1600.0,
2568,595000,"3095,00$","273,00$","2500,00$",,Hemmingford,Montérégie (Rive-Sud Montréal),"457, avenue Curry",3,1,1,2,1641.0,7665.196000000001
2569,150000,"1300,00$","300,00$","1440,00$","1200,00$",Cloridorme,Gaspésie-Îles-de-la-Madeleine,"904, route 132",3,2,1,2,1486.5,39277.51
2570,325900,,,,,St-Apollinaire,Chaudière-Appalaches,rue des Générations,3,1,1,2,1280.0,5000.0
2572,479000,"3311,00$","267,00$",,,Ste-Julienne,Lanaudière,"1321, rue du Vallon",3,2,1,1,1211.0,16150.0
2573,210000,"2358,88$","100,00$",,"2300,00$",Victoriaville,Centre-du-Québec,"30-30A, rue Monfette",2,1,,,,5561.0
2574,398500,"3312,00$","524,00$","1488,00$","1375,00$",St-Rédempteur,Québec Rive-Sud (Lévis),"1146-1150, rue Arthur-Baron",3,1,,,,7575.64
2575,409000,,,,,Gatineau (Hull),Outaouais,"54, rue de l'Étoile",4,1,1,2,1334.72,285.0
2576,985000,"6803,00$","449,00$","2800,00$",,Trois-Rivières (Pointe-Du-Lac),Mauricie,"661, rue de l'Orée des Bois",4,2,1,2,3455.22,11156.79
2577,425000,,,,"2400,00$",Limoilou,Québec Rive-Nord,"2648-2660, avenue Maufils",7,3,,,,3999.87
2578,330000,"3078,00$","67,76$",,,Lac-Sergent,Portneuf,"994, chemin du Tour du Lac N",,,,,,42436.72
2579,509000,"2998,64$","347,55$","1210,00$","600,00$",Saint-Léonard,Montréal / l'Île,"1203-7700, rue du Mans",2,1,,1,1131.0,
2580,799900,,,,,Brownsburg-Chatham,Laurentides,"44, rue des Pommetiers",3,2,,1,,43000.0
2581,149900,"602,26$","34,20$",,,Cantley,Outaouais,chemin Lamoureux,,,,,,58480.33
2582,475000,,,,,St-Lin-Laurentides,Lanaudière,"492, Rue Valois - Modèle Monaco 4 - Par Maison TTG",4,2,,1,1092.0,6500.0
2584,1549900,,,,,Piedmont,Laurentides,"1132, chemin du Massif - modèle Yukon",2,2,1,2,2056.0,65122.0
2585,47827790,,,,,Longueuil (St-Hubert),Montérégie (Rive-Sud Montréal),rue Mance - Par Vivesco,4,2,1,2,1800.0,
2586,569000,,,,"800,00$",Pointe-Calumet,Laurentides,"107, avenue de Picardie",4,1,1,1,,11063.0
2587,260000,,,,,Granby,Estrie,"714, rue du Mont-Brome",2,1,,1,1000.0,
2588,324000,"1945,00$","195,00$","1000,00$",,St-Raymond,Portneuf,"100, rue William",3,1,,1,880.0,23261.0
2589,950000,"7080,18$","597,62$","2437,44$","2200,00$",Sherbrooke (Rock Forest),Estrie,"3764, rue Icare",5,2,,2,3521.0,15629.2
2590,375000,"2760,18$","204,12$","2185,47$","1280,00$",Gatineau (Hull),Outaouais,"11, rue Larose",3,2,,1,825.0,3999.98
2591,670000,"2337,00$","333,00$","1550,00$",,Brossard,Montérégie (Rive-Sud Montréal),"1730, rue Talleyrand",3,1,1,1,1173.27,5039.66
2592,219000,"2070,02$","115,22$","1260,00$","600,00$",Chicoutimi (Chicoutimi),Saguenay-Lac-Saint-Jean,"721, rue des Bernaches",2,1,1,1,561.1995,5000.0
2593,649000,"2300,00$","513,00$",,,Boucherville,Montérégie (Rive-Sud Montréal),"2-694, rue des Sureaux",3,1,1,2,1851.0,3767.0
2594,335000,"1433,64$","125,30$","1285,00$","1200,00$",Val-Des-Lacs,Laurentides,"396, chemin de Val-des-Lacs",3,1,,1,840.0,16380.0
2596,379000,"2699,04$","241,12$","2112,00$","1022,52$",St-Jean-Chrysostome,Québec Rive-Sud (Lévis),"1079, rue de la Colombière",5,2,,1,990.0,5500.0
2597,594900,,"249,52$","1967,00$",,Granby,Estrie,"495, rue de la Providence",3,2,,2,2200.0,5431.36
2598,469000,"2115,00$","254,00$","1000,00$",,Ahuntsic / Cartierville,Montréal / l'Île,"714-125, rue Chabanel Ouest",1,1,,1,764.24,
2599,79000,,,,,Coaticook,Estrie,Route 141,,,,,,49449.4
2600,549500,"2860,00$","293,00$","2175,00$",,St-Mathias-sur-Richelieu,Montérégie (Rive-Sud Montréal),"81, chemin des Patriotes",5,1,1,1,1275.0,11625.0
2601,895000,"4472,00$","132,00$",,"1798,00$",Dolbeau-Mistassini,Saguenay-Lac-Saint-Jean,"1018-1020-1022-1024-1026-1028, boulevard Wallberg",13,6,,,,4999.84
2602,399900,"2619,59$","212,91$",,,Charlesbourg,Québec Rive-Nord,"1744, chemin de Château-Bigot",,,,,,143600.0
2603,1390000,"5650,80$","699,65$",,,Rosemont / La Petite Patrie,Montréal / l'Île,"5981, 1e Avenue",4,2,,,,3300.0
2604,250000,,,,,St-Alexandre-De-Kamouraska,Bas-Saint-Laurent,rang Saint-Édouard,,,,,,1691419.36
2605,729900,"3800,00$","381,03$",,,Boisbriand,Laurentides,"374, chemin de la Côte Sud",3,2,1,2,1250.0,38000.0
2606,530000,"3328,28$","252,08$","4614,84$","1421,40$",Val-Morin,Laurentides,"2453, chemin de Val-Royal",2,1,,1,1628.12,155210.0
2608,339900,"1982,00$","140,00$","1470,00$",,Gatineau (Masson-Angers),Outaouais,"229, chemin Filion",3,2,,2,977.36,2777.6946000000003
2609,250000,"1800,00$",,"1200,00$","600,00$",St-Léonard-D'Aston,Centre-du-Québec,"141, rue Allard",3,2,,1,1024.0,7555.0
2610,339900,"2390,00$","162,00$","1200,00$","600,00$",Gatineau (Aylmer),Outaouais,"13-29, rue de Bruxelles",2,1,,1,1175.0,2777.0
2611,420000,,,,,Cowansville,Estrie,Modèle Charleston - À CONSTRUIRE - rue Pierre-Gauvreau - Par Construction Desranleau,3,1,1,2,1488.0,
2612,406250,,,,,Cowansville,Estrie,Rue Pierre-Gauvreau - Construction Desranleau,3,1,1,2,1425.0,
2613,391600,,,,,Cowansville,Estrie,Modèle Repentigny - À CONSTRUIRE - rue Pierre-Gauvreau - Par Construction Desranleau,3,1,1,2,1415.0,
2614,585000,"3077,42$","414,96$","503,16$","436,86$",Longueuil (Vieux-Longueuil),Montérégie (Rive-Sud Montréal),"1301-50, rue de la Barre",2,1,1,1,1175.0,1175.42
2615,487000,"2173,52$","234,72$","1251,19$","553,61$",Rosemont / La Petite Patrie,Montréal / l'Île,"5836, avenue de Chateaubriand",2,1,,1,1000.0,
2616,525000,"2813,41$","314,37$","1356,00$","600,00$",Ste-Dorothée,Laval,"1046, rue du Canna",2,1,1,2,1085.0,2139.0
2617,209000,"373,62$","24,64$",,,St-Émile-De-Suffolk,Outaouais,rang du Verger,,,,,,2439360.01
2618,339500,"2319,78$","175,65$","900,00$","1008,25$",Lavaltrie,Lanaudière,"177, avenue des Pins",2,1,1,2,617.85,8125.0
2620,155000,"665,00$",,,,St-Hyacinthe,Montérégie (Rive-Sud Montréal),"1260, avenue Saint-Dominique",,,,,,3871.0
2621,320000,"1473,77$","162,11$","1381,13$","621,00$",Pierrefonds / Roxboro,Montréal / l'Île,"307-9505, boulevard Gouin Ouest",1,1,,1,610.0,
2622,549000,"2291,08$","238,41$","1583,00$","220,00$",Vimont,Laval,"302-2925, boulevard René-Laennec",2,1,,2,1456.0,
2623,689000,"8039,00$","324,00$","9200,00$","1808,00$",Ste-Catherine,Montérégie (Rive-Sud Montréal),"1068-1070, rue Union",,,,,,6420.0
2624,84500,,,,,Lac-Ministuk,Saguenay-Lac-Saint-Jean,"891, rue Ministuk",,,,,,58063.5
2625,560000,"1851,00$","242,00$","1045,00$","540,00$",St-Denis-De-Brompton,Estrie,"642, route 249",4,1,,1,1291.67,74403.38
2626,215000,"1453,00$",,,,Drummondville (Drummondville),Centre-du-Québec,"143-145, 10e Avenue",4,2,,,,4993.38
2627,1249000,"8500,00$","1573,00$","1500,00$","400,00$",Lévis,Québec Rive-Sud (Lévis),"603-5191, rue St-Georges",2,1,1,1,1836.0,
2628,875000,"5381,54$","456,81$",,,Boisbriand,Laurentides,"3735-3737-3739, avenue Réal-Béland",7,3,,,,12570.0
2629,524999,"4754,25$","259,82$",,"1800,00$",Drummondville (Drummondville),Centre-du-Québec,"152, rue Loring",2,,,,,2739.42
2630,1495000,,,,,Pointe-Claire,Montréal / l'Île,"72, avenue Brunet",5,3,,3,3206.0,5580.0
2632,450000,,,,,Saint-Laurent,Montréal / l'Île,"601-384, rue Crépeau",3,1,1,1,1044.1,1044.1
2633,367500,"1596,00$","150,72$","560,00$",,Brossard,Montérégie (Rive-Sud Montréal),"208-6400, rue Christophe",1,1,,2,942.0,
2634,720000,,,,,Baie-St-Paul,Charlevoix,"7, rue Laure-Conan",3,2,,2,1560.0,43245.08
2635,720000,,,,,Baie-St-Paul,Charlevoix,"5, rue de la Crête",3,2,,2,1558.0,43065.33
2636,379500,"1702,03$","265,02$","2350,00$","2820,00$",St-Ambroise-De-Kildare,Lanaudière,"403, 5e rue du Faisant-Bleu",2,1,1,1,1422.99,26291.93
2637,699500,"3555,16$","270,10$","500,00$","383,00$",St-Ambroise-De-Kildare,Lanaudière,"280, 3e rue du Faisant-Bleu",5,2,,2,2624.24,48514.02
2638,749000,,,,,Boucherville,Montérégie (Rive-Sud Montréal),"718, rue Marco Polo",4,2,,1,1225.0,6500.0
2639,325000,,,,,Bromont,Estrie,"510, rue de l'Émeraude",,,,,,25102.0
2640,325000,"1494,00$","109,00$",,"887,00$",Drummondville (Drummondville),Centre-du-Québec,"20, 16e Avenue",3,1,1,1,,10.0
2641,490000,"1693,00$","170,00$",,"1873,00$",Lefebvre,Centre-du-Québec,"214-216, 10e Rang",3,1,,,,36511.18
2642,535000,"4289,00$","356,00$","1000,00$","1200,00$",Gatineau (Hull),Outaouais,"48, rue du Firmament",2,1,1,3,1664.1,4894.35
2644,325000,"957,00$","120,00$",,"697,72$",Rosemont / La Petite Patrie,Montréal / l'Île,"6778, rue de la Roche",1,1,,3,625.0,
2645,525000,"7418,00$","307,00$",,,Sherbrooke (St-Élie-d'Orford),Estrie,"108-268, chemin Godin",,,,,,1.0
2646,499000,"3441,22$","340,40$","1750,00$","1810,76$",Ste-Foy,Québec Rive-Nord,"3494, carré de Nevers",4,2,,1,1232.0,6477.0
2647,435000,"3441,00$","221,00$","1079,00$",,Trois-Rivières (Trois-Rivières-Ouest),Mauricie,"3755, rue Précourt",5,2,,1,1237.85,7481.99
2648,549000,"2604,00$","229,00$","2516,00$",,Prévost,Laurentides,"1339, rue des Chênes",3,2,,1,2556.0,10000.0
2649,85000,,,,,Val-Des-Monts,Outaouais,"47, chemin du Lac-Clair",,,,,,39684.39
2650,159000,,,,,Orford,Estrie,"0, rue du Héron",,,,,,15909.06
2651,485000,"3832,00$","355,67$","2450,00$","743,00$",Lebourgneuf,Québec Rive-Nord,"7640, rue Liret",4,1,2,2,1500.0,4133.11
2652,584900,"5627,00$","415,00$",,,Chelsea,Outaouais,"81, chemin du Relais - Par Exo Construction",1,1,2,1,,903.0
2653,358000,,,,,Griffintown,Montréal / l'Île,Le SE7T Phase 3 -  Unité 3 ½ - 400 Ave Richmond,1,1,1,1,536.0,
2654,390861,,,,,Pintendre,Québec Rive-Sud (Lévis),"2931, rue Albert Lachance - Par Construction Maurice Bilodeau",3,1,1,2,1496.0,5327.0
2656,239000,"1620,00$","87,00$",,,Ste-Paule,Bas-Saint-Laurent,"106, chemin du Lac-du-Portage Est",3,2,,1,856.0,17027.43
2657,515999,"2490,71$","259,18$",,,Montréal-Nord,Montréal / l'Île,"10540, avenue Pigeon",4,2,1,2,1191.6896,2631.1879000000004
2658,399700,"3286,47$",,,,Mont-St-Hilaire,Montérégie (Rive-Sud Montréal),"878, rue des Bernaches",,,,,,10764.0
2659,739000,"3859,70$","458,41$","2400,00$","1000,00$",Ste-Dorothée (Îles-Laval),Laval,"942, rue des Clématites",3,1,2,2,1988.0,3651.0
2660,789000,"4308,03$","458,82$",,,Cantley,Outaouais,"31, rue de Saturne",4,2,1,2,2645.77,86754.93
2661,345900,,,,,St-Apollinaire,Chaudière-Appalaches,rue des Générations,3,1,1,2,1440.0,
2662,349900,,,,,St-Apollinaire,Chaudière-Appalaches,rue des Générations,3,1,1,1,1728.0,
2663,375000,,,,,Lery,Montérégie (Rive-Sud Montréal),"17, rue Ninon Cardinal- Modèle à construire - Par Groupe Innoconcept",2,1,,1,885.0,41977.835999999996
2664,1695000,"7863,29$","997,79$",,,Le Plateau-Mont-Royal,Montréal / l'Île,"5372-5372A-5374-5376, rue Fabre",5,4,,,,2993.0
2665,319000,"2701,00$","239,00$","600,00$","380,00$",Ste-Foy,Québec Rive-Nord,"203-910, rue Valentin",2,1,,1,1138.0,
2666,295000,"957,12$","49,97$","1020,00$","1010,00$",Val-Des-Lacs,Laurentides,"70, chemin Charron",3,1,,1,916.01,8760.75
2668,525000,"3551,47$","460,00$","900,00$","1200,00$",Gatineau (Aylmer),Outaouais,"85, rue Pierre-Debain",3,1,1,2,1767.43,2583.34
2669,535000,"6818,00$","402,00$",,"922,00$",Ste-Marie,Chaudière-Appalaches,"494, boulevard Lamontagne",2,1,,,,7845.81
2670,304000,,,,,Jonquière (Arvida),Saguenay-Lac-Saint-Jean,"3232, De la Vallée",2,1,,1,1188.0,4661.0
2671,150000,"889,80$","74,04$","180,54$",,Ste-Croix,Chaudière-Appalaches,"32, côte Verte",,1,1,1,224.97,9870.51
2672,379500,"2620,75$","152,88$",,"280,00$",L'Assomption,Lanaudière,"700, rue Masse",3,2,,1,1152.0,6910.0
2673,399000,"2466,00$","141,00$",,,Trois-Rivières (Trois-Rivières),Mauricie,"3855, boulevard Rigaud",2,1,,1,1212.88,5873.86
2674,240000,"2690,00$","153,73$",,,Château-Richer,Québec Rive-Nord,"8280, avenue Royale",6,2,,,,8157.97
2675,649000,"2921,00$","235,00$","1900,00$","1877,00$",Val-David,Laurentides,"2498, chemin de l'Île",2,1,2,1,1300.0,17200.0
2676,335000,"2344,85$","190,16$","960,00$","188,00$",St-Jean-sur-Richelieu (St-Jean-sur-Richelieu),Montérégie (Rive-Sud Montréal),"102-1115, rue Douglas",2,1,,1,1000.0,9935.0
2677,1785000,"2813,79$","650,21$","7000,00$","2778,41$",Hatley,Estrie,"8460, chemin du Lac",4,3,2,2,2986.0,370260.0
2678,734000,"5629,39$","363,49$","3052,34$",,Trois-Rivières (Pointe-Du-Lac),Mauricie,"320, Grande Allée",4,2,1,2,2036.0,9120.0
2680,350000,"3017,55$","208,35$",,,Château-Richer,Québec Rive-Nord,"8284, avenue Royale",6,2,,,,9857.59
2681,40690598,,,,,Charny,Québec Rive-Sud (Lévis),Quartier des Pionniers - Par SMB Dallaire,1,1,,1,,
2682,547000,"3067,20$","336,12$","2304,00$","185,00$",Laval-Ouest,Laval,"4231, 52e rue",4,2,1,2,2418.0,6677.0
2683,1225000,"4867,00$","615,00$",,,ND-De-L'Ile-Perrot,Montérégie Ouest,"48, 146e Avenue",5,4,1,2,2228.13,17125.38
2684,399000,"2870,00$","220,00$","600,00$",,Ste-Therese,Laurentides,"484, rue Jacques-Lavigne",2,1,,2,,
2685,425000,"2826,00$","241,28$","3197,27$","2604,01$",St-Fulgence,Saguenay-Lac-Saint-Jean,"13, rue Valin",4,2,1,2,1736.0,12970.0
2686,525000,"5060,00$",,,"140,00$",Ville-Marie (Centre-Ville et Vieux Mtl),Montréal / l'Île,"2170, avenu De Lorimier",3,1,,1,1200.0,187.3
2687,359000,"3083,96$","269,31$","2313,00$","1032,00$",Neufchatel,Québec Rive-Nord,"3450, rue Sicotte",4,2,,1,958.0,8159.0
2688,429000,"3360,18$","297,16$","2200,00$",,Ste-Catherine-de-la-JC,Québec Rive-Nord,"20, rue Maurice-Picard",4,2,,1,1140.0,12200.0
2689,424900,"3174,00$","298,00$","538,00$","540,00$",Charlesbourg (ND-Des-Laurentides),Québec Rive-Nord,"205-19200, boulevard Henri-Bourassa",3,2,,1,1511.0,
2690,289000,"1672,00$","138,00$","80,00$",,St-Jean-sur-Richelieu (St-Luc),Montérégie (Rive-Sud Montréal),"102-572, boulevard Saint-Luc",2,1,,1,1000.0,1865.39
2692,1595000,"18075,08$","598,62$",,"3415,39$",Ste-Marie,Chaudière-Appalaches,"1464, route du Président-Kennedy N",3,1,1,,,17809.97
2693,510000,"3852,00$","249,00$","1800,00$",,Victoriaville,Centre-du-Québec,"1108, rue des Jonquilles",4,2,1,1,1440.0,6771.0
2694,1375000,"4179,32$","639,80$","4380,00$","2141,00$",Ste-Anne-Des-Lacs,Laurentides,"45, chemin des Amarantes",5,3,1,2,3340.0,55776.0
2695,285000,"2321,00$","550,00$","1400,00$","673,00$",Rimouski (Pointe-Au-Père),Bas-Saint-Laurent,"888, rue des Vétérans",4,2,,1,917.09,5037.51
2696,619900,"4146,08$","407,89$","1800,00$",,Ste-Foy,Québec Rive-Nord,"3810, boulevard Neilson",6,2,2,2,793.9561000000001,4425.04
2697,689900,"4800,00$","382,00$",,,St-Jérôme (Lafontaine),Laurentides,"177, rue Gaston-Poirier",4,2,1,2,1942.0,11358.0
2698,1100000,"13388,40$","626,69$","1404,55$","4075,00$",Granby,Estrie,"875, rue Dufferin",,,,,,83704.0
2699,389900,"2046,00$","174,00$","84,00$","456,00$",St-Eustache,Laurentides,"5-138, rue Éric",3,1,,1,1023.65,11200.0
2700,650000,"3889,12$","156,65$",,,Terrebonne (La Plaine),Lanaudière,"7700, rue des Gardénias",4,2,,1,1172.0,11011.0
2701,588000,"2837,95$","346,11$",,,L'Ile Des Soeurs,Montréal / l'Île,"203-100, avenue des Sommets",2,2,,1,1080.0,572.21
2702,474900,"2531,80$","289,76$","1200,00$",,St-Hippolyte,Laurentides,"9, rue du Torrent",3,2,,2,1352.0,43150.0
2704,294000,"2587,00$","260,00$","1400,00$",,Sillery,Québec Rive-Nord,"2230, chemin du Foulon",2,1,1,2,527.43,9741.34
2705,365000,"3045,80$","279,55$","666,36$","591,87$",Ste-Foy,Québec Rive-Nord,"212-2685, rue de Brome",3,2,,1,1096.84,
2706,689800,"3270,00$","447,00$",,,Vaudreuil-Dorion,Montérégie Ouest,"2094, rue Joseph-Raymer",4,2,1,2,1536.98,7292.55
2707,419000,"2088,87$","254,22$","532,00$",,Ahuntsic / Cartierville,Montréal / l'Île,"4-10285, rue Saint-Hubert",1,1,,1,877.0,
2708,869500,,,,,Eastman,Estrie,Modèle L'Oxalide - Projet résidentiel Kyo Terra Pic de L'Ours - Par Habitation Kyo,3,2,1,2,1480.0,92607.0
2709,345000,"2330,00$",,"360,00$","480,00$",Longueuil (Vieux-Longueuil),Montérégie (Rive-Sud Montréal),"214-2530, rue Maurice-Savoie",1,1,,1,717.95,56.65
2710,359000,"1958,12$","200,00$","1000,00$",,Vaudreuil-Dorion,Montérégie Ouest,"101-1035, rue Émile-Bouchard",2,1,,1,1065.0,
2711,367500,"1911,33$","180,86$","2500,00$","1472,00$",Drummondville (Drummondville),Centre-du-Québec,"755, rue Chauveau",5,2,1,2,1445.0,7230.0
2712,729000,"4328,00$","415,00$","2981,00$","1667,00$",Terrebonne (Lachenaie),Lanaudière,"4409, boulevard Pierre-Le Gardeur",5,2,1,2,2180.0,5252.79
2713,729000,,,,,Val-Des-Monts (Perkins),Outaouais,"31, chemin du Lac-Clair",3,1,1,2,1852.0,61855.2
2714,619000,,,,,Petite-Rivière-St-François,Charlevoix,"19, chemin Marius-Barbeau",3,2,,1,780.0,34229.24
2716,75000,"77,00$",,,,St-Maurice,Mauricie,"2782, rue Saint-Pierre",,,,,,51000.0
2717,389000,"2979,12$","306,00$",,,Repentigny (Repentigny),Lanaudière,"1203-20, rue des Émeraudes",1,1,,1,860.0,
2718,415000,"3523,88$","215,45$",,,Martinville,Estrie,"405, rue des Bernaches",4,2,,1,1320.0,27292.97
2719,310000,,,,,Beauceville,Chaudière-Appalaches,"746, route du Président Kennedy",,,,,,19869.0
2720,439900,"3264,44$","285,63$","1872,00$",,Limoilou,Québec Rive-Nord,"1950, avenue du Mont-Thabor",3,2,,2,1344.0,7400.0
2721,589000,"1692,00$","106,00$","1200,00$","1985,00$",L'Ascension,Laurentides,"104, chemin des Raymond",5,1,,3,1766.24,148975.2
